EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra,Disposicion_Gasto_Premium,Segmento_Lealtad_Mundial,Segmento_Edad_Analitico
1956,2026-03-27,13:58:33,35 - 44 Años,Masculino,Guatemala,,Empleado Privado,Todos Los Días,Tienda de barrio,Amigos,Menos De Q25,Hot Stadium Peanuts; Mundialitos Queso Picante; ChocoKick Bites,Barbacoa,Individual,Q10 - Q15,No,Sí,México,Definitivamente sí,Argentina,Lionel Messi; Kylian Mbappé; Jude Bellingham,Un jugador famoso,Descuento directo,Sí,Edición Con Tarjetas Coleccionables,Sensible Al Precio,Casual,Adulto Maduro (35-54)
1957,2026-02-21,10:59:08,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado,1 A 2 Veces Por Semana,,Amigos,Menos De Q25,FutbolMix; Gol Nachos Supreme; Hot Stadium Peanuts,Chocolate,Familiar,Q21 - Q30,No,Sí,Francia,Probablemente sí,,Lionel Messi,Historias de aficionados,2x1,No,Edición Brasil,Sensible Al Precio,Casual,Adulto Maduro (35-54)
1958,2026-02-09,22:13:04,Menos De 18 Años,Femenino,Guatemala,Villa Nueva,Profesional Independiente,Todos Los Días,Tienda de barrio,Familia,Q51 - Q100,CrunchMax BBQ; Fan Chips Jalapeño; Victory Pretzels,Caramelo,Individual,Q16 - Q20,Sí,Sí,Argentina,Tal vez, ESTADOS UNIDOS ,Alphonso Davies; Lionel Messi,Un jugador famoso,2x1,Sí,Edición Con Jugadores Famosos,Premium Alta,Casual,Jóvenes (<25)
1959,2026-04-23,07:16:23,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Otro,Todos Los Días,Supermercado,Amigos,Q25 - Q50,CrunchMax BBQ; ChocoKick Bites; Hot Stadium Peanuts,Jalapeño,Tamaño Fiesta O Reunión,Q10 - Q15,No,Sí,Portugal,Tal vez,Argentina,Julián Álvarez; Lionel Messi,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Brasil,Moderada,Casual,Jóvenes (<25)
1962,2026-04-13,12:48:17,18 - 24 Años,Femenino,Guatemala,Mixco,Empleado Privado,1 A 2 Veces Por Semana,Aplicación de delivery,Compañeros de trabajo,Menos De Q25,ChocoKick Bites; Fan Chips Jalapeño,Limón,Individual,Q21 - Q30,Sí,Sí,Portugal,Probablemente sí,Francia,Cristiano Ronaldo; Federico Valverde,Premios y sorteos,Producto gratis,Sí,Edición Mundial Fifa 2026,Moderada,Fanático Target (Alto),Jóvenes (<25)
1963,2026-03-01,15:20:33,18 - 24 Años,Femenino,Guatemala,Mixco,Otro,3 A 5 Veces Por Semana,Tienda de barrio,Familia,Q51 - Q100,Victory Pretzels; CrunchMax BBQ,Barbacoa,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,México,Definitivamente sí,Francia,Ninguno,Una selección nacional,2x1,Sí,Edición Con Jugadores Famosos,Premium Alta,Casual,Jóvenes (<25)
1964,2026-01-25,13:14:19,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Ama De Casa,Varias Veces Al Mes,Gasolinera,Amigos,Q25 - Q50,Fan Chips Jalapeño; CrunchMax BBQ,Picante Chapín,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,No,Portugal,Tal vez,Argentina,Vinícius Júnior; Neymar Jr.; Kylian Mbappé,Una selección nacional,Producto gratis,Sí,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1965,2026-04-24,07:24:06,45 - 54 Años,Prefiero No Indicarlo,Guatemala,Santa Catarina Pinula,Otro,1 A 2 Veces Por Semana,Otro,Compañeros de trabajo,Q51 - Q100,Mundialitos Queso Picante; CrunchMax BBQ,Picante Chapín,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Inglaterra,Probablemente sí,Brasil,Federico Valverde; Harry Kane,Premios y sorteos,Sorteo de balones,Sí,Edición Con Tarjetas Coleccionables,Premium Alta,Fanático Target (Alto),Adulto Maduro (35-54)
1966,2026-03-01,22:31:38,Menos De 18 Años,Masculino,Retalhuleu,Cabecera municipal,Empleado Público,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,Mundialitos Queso Picante; Caramel Goal Popcorn,Barbacoa,Individual,Menos De Q10,Sí,Sí,Estados Unidos,Probablemente sí,Argentina,Christian Pulisic,Humor,2x1,No,Edición Con Tarjetas Coleccionables,Moderada,Casual,Jóvenes (<25)
1967,2026-02-15,13:31:01,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,Gol Nachos Supreme; FutbolMix; Mundialitos Queso Picante,Dulce,Individual,Q10 - Q15,Sí,Sí,Argentina,Definitivamente no,Argentina,Lionel Messi; Cristiano Ronaldo; Julián Álvarez,Historias de aficionados,2x1,No,Edición Con Tarjetas Coleccionables,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1968,2026-01-22,15:20:42,18 - 24 Años,Femenino,Sacatepéquez,Sumpango,Empleado Privado,Rara Vez,Tienda de barrio,Solo,Q25 - Q50,Gol Nachos Supreme; Mundialitos Queso Picante; Energy Crunch Protein,Chocolate,Individual,Q16 - Q20,No,Sí,Argentina,Tal vez,Francia,Neymar Jr.; Lamine Yamal,Historias de aficionados,2x1,Sí,Edición Argentina,Moderada,Casual,Jóvenes (<25)
1969,2026-01-14,16:46:36,55 Años O Más,Masculino,Sololá,Cabecera municipal,Otro,Todos Los Días,Tienda de barrio,Compañeros de trabajo,Q25 - Q50,FutbolMix; CrunchMax BBQ,Limón,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Marruecos,Definitivamente sí,Estados Unidos,Kylian Mbappé; Cristiano Ronaldo,Premios y sorteos,Producto gratis,Sí,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Mayor (55+)
1970,2026-02-07,17:48:50,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Otro,Menos De Q25,Fan Chips Jalapeño; FutbolMix,Barbacoa,Individual,Q16 - Q20,Sí,Sí,España,Probablemente sí,Francia,Neymar Jr.; Lionel Messi; Vinícius Júnior,Premios y sorteos,Sorteo de viajes,No,Edición Con Tarjetas Coleccionables,Moderada,Casual,Adulto Maduro (35-54)
1971,2026-04-24,13:51:19,18 - 24 Años,Masculino,Zacapa,Otro municipio,Estudiante,Rara Vez,Tienda de barrio,Solo,Q25 - Q50,Energy Crunch Protein,Jalapeño,Individual,Q21 - Q30,No,Sí,México,Probablemente sí,Alemania,Lionel Messi; Ninguno,Humor,Sorteo de balones,Sí,Edición Francia,Moderada,Fanático Target (Alto),Jóvenes (<25)
1972,2026-03-11,09:06:47,25 - 34 Años,Masculino,Zacapa,Otro municipio,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,FutbolMix; Fan Chips Jalapeño,Picante Chapín,Tamaño Fiesta O Reunión,Q16 - Q20,No,Sí,Argentina,Definitivamente sí,Portugal,Neymar Jr.,Historias de aficionados,2x1,Sí,Edición Mundial Fifa 2026,Moderada,Casual,Adulto Joven (25-34)
1973,2026-02-05,20:21:56,25 - 34 Años,Masculino,Escuintla,Escuintla,Estudiante,1 A 2 Veces Por Semana,Gasolinera,Compañeros de trabajo,Q51 - Q100,Fan Chips Jalapeño; CrunchMax BBQ; FutbolMix,Caramelo,Familiar,Q10 - Q15,Sí,No,Brasil,Probablemente sí,México,Cristiano Ronaldo; Lionel Messi; Jude Bellingham,Una selección nacional,Sorteo de balones,Sí,Edición Brasil,Premium Alta,Espectador Pasivo,Adulto Joven (25-34)
1974,2026-03-03,14:06:01,25 - 34 Años,Femenino,Sacatepéquez,Sumpango,Comerciante,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,CrunchMax BBQ,Queso,Familiar,Q16 - Q20,No,Sí,Portugal,Definitivamente no,Argentina,Lionel Messi; Harry Kane; Kylian Mbappé,Un jugador famoso,Producto gratis,No,Edición Con Tarjetas Coleccionables,Moderada,Espectador Pasivo,Adulto Joven (25-34)
1975,2026-01-20,08:27:43,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Ama De Casa,Rara Vez,Tienda de barrio,Familia,Q51 - Q100,ChocoKick Bites; FutbolMix; Mundialitos Queso Picante,Picante Chapín,Familiar,Q10 - Q15,Sí,Sí,Brasil,Definitivamente sí,Portugal,Cristiano Ronaldo,Un jugador famoso,2x1,No,Edición Con Tarjetas Coleccionables,Premium Alta,Espectador Pasivo,Adulto Maduro (35-54)
1976,2026-03-23,11:45:07,18 - 24 Años,Femenino,Retalhuleu,Retalhuleu,Empresario,Varias Veces Al Mes,Gasolinera,Familia,Q51 - Q100,Gol Nachos Supreme; CrunchMax BBQ; Mundialitos Queso Picante,Limón,Para Compartir Entre 2 Personas,,No,Sí,Inglaterra,Definitivamente sí,España,Lionel Messi; Neymar Jr.; Cristiano Ronaldo,Humor,Descuento directo,No,Edición Argentina,Moderada,Espectador Pasivo,Jóvenes (<25)
1977,2026-03-08,22:19:01,55 Años O Más,Femenino,Quetzaltenango,,Jubilado,Todos Los Días,Supermercado,Familia,Q25 - Q50,Fan Chips Jalapeño; Gol Nachos Supreme,Jalapeño,Familiar,Q16 - Q20,No,Sí,Francia,Definitivamente sí,Brasil,Cristiano Ronaldo; Harry Kane; Vinícius Júnior,Humor,Sorteo de camisetas,Sí,Edición Francia,Moderada,Casual,Adulto Mayor (55+)
1978,2026-04-06,07:42:48,Menos De 18 Años,Masculino,Chimaltenango,Chimaltenango,Comerciante,Todos Los Días,Tienda de barrio,Solo,Q51 - Q100,FutbolMix,Limón,Tamaño Fiesta O Reunión,Q10 - Q15,Sí,Sí,Argentina,Definitivamente sí,Brasil,Lionel Messi,Un jugador famoso,Tarjetas coleccionables,No,Edición Brasil,Premium Alta,Espectador Pasivo,Jóvenes (<25)
1979,2026-03-27,17:04:19,18 - 24 Años,Femenino,Santa Rosa,Santa Rosa,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,CrunchMax BBQ,Limón,Para Compartir Entre 2 Personas,Menos De Q10,No,No,Francia,Tal vez,Brasil,Cristiano Ronaldo,Un jugador famoso,2x1,Sí,Edición Francia,Moderada,Espectador Pasivo,Jóvenes (<25)
1980,2026-01-22,11:30:12,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Otro,Todos Los Días,Supermercado,Compañeros de trabajo,Q25 - Q50,Gol Nachos Supreme,Queso,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,Inglaterra,Definitivamente sí,México,Kylian Mbappé,Premios y sorteos,Producto gratis,No,Edición Con Tarjetas Coleccionables,Moderada,Espectador Pasivo,Jóvenes (<25)
1981,2026-02-12,17:56:49,25 - 34 Años,Masculino,Guatemala,,Profesional Independiente,3 A 5 Veces Por Semana,Supermercado,Familia,Q101 - Q150,CrunchMax BBQ,Queso,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,Alemania,Definitivamente sí,España,Cristiano Ronaldo; Lionel Messi; Vinícius Júnior,Historias de aficionados,Descuento directo,No,Edición Inglaterra,Moderada,Espectador Pasivo,Adulto Joven (25-34)
1982,2026-04-09,17:20:25,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Jubilado,3 A 5 Veces Por Semana,Otro,Familia,Q51 - Q100,ChocoKick Bites,Limón,Familiar,Q16 - Q20,Sí,Sí,Brasil,Probablemente sí,México,Federico Valverde,Premios y sorteos,Sorteo de viajes,Sí,Edición Brasil,Premium Alta,Fanático Target (Alto),Jóvenes (<25)
1983,2026-02-26,17:16:26,18 - 24 Años,Masculino,Quetzaltenango,Coatepeque,Estudiante,Rara Vez,Gasolinera,Amigos,Menos De Q25,FutbolMix; CrunchMax BBQ,Salado Tradicional,Individual,Q21 - Q30,Sí,Sí,Portugal,Tal vez,Congo DR,Jude Bellingham,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Brasil,Moderada,Casual,Jóvenes (<25)
1984,2026-01-26,11:38:48,25 - 34 Años,Femenino,Guatemala,,Estudiante,Todos Los Días,Supermercado,Familia,Q101 - Q150,Hot Stadium Peanuts; FutbolMix; ChocoKick Bites,Dulce,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,Portugal,Probablemente no,Alemania,Cristiano Ronaldo,Una selección nacional,2x1,No,Edición Argentina,Moderada,Espectador Pasivo,Adulto Joven (25-34)
1985,2026-01-23,09:55:25,55 Años O Más,Masculino,Guatemala,Mixco,Comerciante,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,Caramel Goal Popcorn,Barbacoa,Para Compartir Entre 2 Personas,Q16 - Q20,Sí,Sí,México,Probablemente no,México,Lamine Yamal; Jude Bellingham,Un jugador famoso,Descuento directo,No,Edición Brasil,Moderada,Espectador Pasivo,Adulto Mayor (55+)
1986,2026-05-07,17:52:30,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Empresario,Todos Los Días,Supermercado,Compañeros de trabajo,Q51 - Q100,Fan Chips Jalapeño; Caramel Goal Popcorn,Chocolate,Familiar,Q21 - Q30,No,Sí,Portugal,Definitivamente sí,Brasil,Rodri; Kylian Mbappé; Lionel Messi,Un jugador famoso,Sorteo de viajes,No,Edición Francia,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1987,2026-05-09,13:29:46,25 - 34 Años,Masculino,Quetzaltenango,Coatepeque,Comerciante,Varias Veces Al Mes,Supermercado,Compañeros de trabajo,Menos De Q25,CrunchMax BBQ; ChocoKick Bites,Picante Chapín,Familiar,Más De Q30,No,Sí,Brasil,Definitivamente no,Argentina,Christian Pulisic,Un jugador famoso,Producto gratis,Sí,Edición Brasil,Sensible Al Precio,Casual,Adulto Joven (25-34)
1988,2026-04-02,16:10:58,35 - 44 Años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante,Todos Los Días,Aplicación de delivery,Amigos,Q101 - Q150,Fan Chips Jalapeño,Barbacoa,Familiar,Q16 - Q20,Sí,Sí, ALEMANIA ,Tal vez,Brasil,Lionel Messi; Neymar Jr.,Historias de aficionados,Producto gratis,No,Edición España,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1989,2026-01-17,14:43:45,45 - 54 Años,Femenino,Guatemala,Mixco,Estudiante,Varias Veces Al Mes,Gasolinera,Compañeros de trabajo,Q51 - Q100,Caramel Goal Popcorn,Queso,Familiar,Q16 - Q20,Sí,Sí,Argentina,Probablemente sí,Uruguay,Lionel Messi; Cristiano Ronaldo; Neymar Jr.,Un jugador famoso,Sorteo de balones,Sí,Edición Mundial Fifa 2026,Premium Alta,Fanático Target (Alto),Adulto Maduro (35-54)
1990,2026-05-07,07:28:46,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Estudiante,1 A 2 Veces Por Semana,Supermercado,Compañeros de trabajo,Q25 - Q50,Energy Crunch Protein,Queso,Tamaño Fiesta O Reunión,Menos De Q10,No,Sí,Inglaterra,Probablemente sí,Francia,Cristiano Ronaldo; Julián Álvarez,Un jugador famoso,2x1,Sí,Edición Argentina,Moderada,Fanático Target (Alto),Jóvenes (<25)
1991,2026-03-08,20:04:50,45 - 54 Años,Femenino,Guatemala,Mixco,Profesional Independiente,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,ChocoKick Bites; Victory Pretzels,Jalapeño,Para Compartir Entre 2 Personas,Q10 - Q15,Sí,Sí,Uruguay,Probablemente no,Portugal,Cristiano Ronaldo; Kylian Mbappé,Premios y sorteos,Descuento directo,No,Edición Con Jugadores Famosos,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
1992,2026-04-30,20:50:10,25 - 34 Años,Masculino,Guatemala,Mixco,Ama De Casa,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,Gol Nachos Supreme; CrunchMax BBQ,Barbacoa,Para Compartir Entre 2 Personas,Q21 - Q30,Sí,Sí,Francia,Probablemente sí,Argentina,Cristiano Ronaldo; Kylian Mbappé,Una selección nacional,Sorteo de balones,Sí,Edición Francia,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
1993,2026-04-04,17:09:41,18 - 24 Años,Femenino,Chimaltenango,Tecpán Guatemala,,Todos Los Días,Tienda de barrio,Compañeros de trabajo,Más De Q150,Hot Stadium Peanuts; Energy Crunch Protein; ChocoKick Bites,Limón,Tamaño Fiesta O Reunión,Q16 - Q20,Sí,Sí,Brasil,Tal vez,México,Lionel Messi,Una selección nacional,2x1,No,Edición Brasil,Moderada,Espectador Pasivo,Jóvenes (<25)
1994,2026-03-27,17:56:15,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Comerciante,1 A 2 Veces Por Semana,Tienda de barrio,Solo,Q51 - Q100,Gol Nachos Supreme; Mundialitos Queso Picante; CrunchMax BBQ,Picante Chapín,Individual,Q16 - Q20,Sí,Sí,Francia,Definitivamente sí,Ghana,Lamine Yamal,Un jugador famoso,Descuento directo,Sí,Edición Inglaterra,Premium Alta,Casual,Jóvenes (<25)
1995,2026-01-16,16:49:19,25 - 34 Años,Masculino,El Progreso,Otro municipio,Comerciante,Rara Vez,Gasolinera,Familia,Q25 - Q50,Gol Nachos Supreme; Caramel Goal Popcorn; Hot Stadium Peanuts,Jalapeño,Tamaño Fiesta O Reunión,Q21 - Q30,Sí,Sí,Francia,Tal vez,Argentina,Lionel Messi; Neymar Jr.; Cristiano Ronaldo,Un jugador famoso,Sorteo de viajes,Sí,Edición Brasil,Moderada,Casual,Adulto Joven (25-34)
1996,2026-01-22,12:10:13,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Coatepeque,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Otro,Q51 - Q100,Fan Chips Jalapeño,Queso,Individual,Q10 - Q15,No,Sí,Argentina,Probablemente sí,Argentina,Lionel Messi; Cristiano Ronaldo; Jude Bellingham,Historias de aficionados,Descuento directo,Sí,Edición Inglaterra,Moderada,Fanático Target (Alto),Adulto Maduro (35-54)
1997,2026-03-30,12:33:42,18 - 24 Años,Masculino,Jalapa,Jalapa,Empleado Privado,Todos Los Días,Otro,Familia,Menos De Q25,CrunchMax BBQ; FutbolMix,Jalapeño,Individual,Q10 - Q15,Sí,Sí,Portugal,Tal vez,Inglaterra,Cristiano Ronaldo,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Brasil,Moderada,Casual,Jóvenes (<25)
1998,2026-04-20,18:16:39,35 - 44 Años,Masculino,Guatemala,Mixco,Empleado Privado,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,Fan Chips Jalapeño,Limón,Familiar,Q16 - Q20,Sí,Sí,Argentina,Probablemente sí,Colombia,Lamine Yamal; Lionel Messi,Un jugador famoso,Sorteo de balones,Sí,Edición Brasil,Moderada,Fanático Target (Alto),Adulto Maduro (35-54)
1999,2026-04-16,10:31:30,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,ChocoKick Bites; CrunchMax BBQ,Picante Chapín,Para Compartir Entre 2 Personas,Q10 - Q15,Sí,Sí,Francia,Tal vez,Argentina,Lionel Messi; Cristiano Ronaldo; Lamine Yamal,Un jugador famoso,2x1,Sí,Edición Inglaterra,Moderada,Casual,Jóvenes (<25)
2000,2026-03-10,16:14:43,25 - 34 Años,Masculino,Jalapa,Otro municipio,Estudiante,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,Victory Pretzels,Salado Tradicional,Familiar,Q10 - Q15,Sí,Sí,Alemania,Probablemente sí,Brasil,Lamine Yamal,Historias de aficionados,Sorteo de viajes,Sí,Edición Argentina,Premium Alta,Fanático Target (Alto),Adulto Joven (25-34)
2001,2026-05-09,20:48:45,55 Años O Más,Masculino,Guatemala,San Miguel Petapa,Jubilado,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,Fan Chips Jalapeño,Limón,Tamaño Fiesta O Reunión,Q21 - Q30,No,Sí,Uruguay,Definitivamente sí,Egipto,Lionel Messi; Lamine Yamal,Una selección nacional,Sorteo de camisetas,Sí,Edición Argentina,Moderada,Casual,Adulto Mayor (55+)
2002,2026-04-27,10:54:53,45 - 54 Años,Femenino,Retalhuleu,Otro municipio,Empleado Público,Todos Los Días,Supermercado,Familia,Q101 - Q150,Hot Stadium Peanuts; ChocoKick Bites; Caramel Goal Popcorn,Barbacoa,Individual,Q21 - Q30,Sí,Sí,Alemania,Probablemente sí,Francia,Rodri; Kylian Mbappé; Lamine Yamal,Historias de aficionados,Sorteo de balones,Sí,Edición Mundial Fifa 2026,Moderada,Fanático Target (Alto),Adulto Maduro (35-54)
2003,2026-02-06,13:03:19,45 - 54 Años,Masculino,Suchitepéquez,Otro municipio,Empleado Privado,Todos Los Días,Kiosco escolar/universitario,Familia,Q25 - Q50,Victory Pretzels; Fan Chips Jalapeño; Mundialitos Queso Picante,Limón,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,España,Definitivamente sí,Francia,Kylian Mbappé; Harry Kane; Cristiano Ronaldo,Humor,2x1,No,Edición Argentina,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
2004,2026-02-15,20:33:02,25 - 34 Años,Masculino,Jutiapa,Jutiapa,Empleado Privado,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,FutbolMix; Fan Chips Jalapeño,Picante Chapín,Individual,Q16 - Q20,Sí,Sí,Colombia,Definitivamente no,Portugal,Neymar Jr.; Rodri; Christian Pulisic,Humor,Sorteo de viajes,No,Edición Argentina,Moderada,Espectador Pasivo,Adulto Joven (25-34)
2005,2026-05-06,19:15:05,18 - 24 Años,Masculino,Jalapa, JALAPA ,Comerciante,Todos Los Días,Gasolinera,Familia,Q101 - Q150,CrunchMax BBQ; Hot Stadium Peanuts,Caramelo,Para Compartir Entre 2 Personas,Q16 - Q20,No,Sí,España,Probablemente sí,México,Lionel Messi; Jude Bellingham; Julián Álvarez,Un jugador famoso,Sorteo de camisetas,Sí,Edición Mundial Fifa 2026,Sensible Al Precio,Fanático Target (Alto),Jóvenes (<25)
2006,2026-04-11,20:37:20,45 - 54 Años,Masculino,Chimaltenango,Patzún,Empleado Privado,Todos Los Días,Tienda de barrio,Familia,Menos De Q25,CrunchMax BBQ; ChocoKick Bites; Mundialitos Queso Picante,Chocolate,Familiar,Q21 - Q30,Sí,Sí,Argentina,Tal vez,Haití,Ninguno; Lionel Messi; Neymar Jr.,Una selección nacional,2x1,No,Edición Brasil,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
2007,2026-03-20,07:41:56,25 - 34 Años,Femenino,Baja Verapaz,Otro municipio,Comerciante,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,Fan Chips Jalapeño; CrunchMax BBQ; ChocoKick Bites,Chocolate,Tamaño Fiesta O Reunión,Q21 - Q30,Sí,Sí,Francia,Definitivamente sí,Francia,Vinícius Júnior; Lamine Yamal; Neymar Jr.,Una selección nacional,Sorteo de viajes,Sí,Edición Brasil,Premium Alta,Casual,Adulto Joven (25-34)
2008,2026-01-11,09:44:58,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Comerciante,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,ChocoKick Bites; Hot Stadium Peanuts,Queso,Para Compartir Entre 2 Personas,Q16 - Q20,No,No,Portugal,Probablemente sí,Portugal,Lamine Yamal,Humor,Producto gratis,Sí,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
2009,2026-04-08,16:14:13,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,CrunchMax BBQ,Barbacoa,Para Compartir Entre 2 Personas,Menos De Q10,Sí,Sí,México,Definitivamente sí,Argentina,Lionel Messi,Un jugador famoso,Tarjetas coleccionables,No,Edición Argentina,Moderada,Espectador Pasivo,Adulto Joven (25-34)
2010,2026-03-18,09:09:32,25 - 34 Años,Masculino,Izabal,Cabecera municipal,Empleado Privado,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,CrunchMax BBQ,Barbacoa,Tamaño Fiesta O Reunión,Menos De Q10,No,No,España,Definitivamente sí,Portugal,Kylian Mbappé; Vinícius Júnior,Un jugador famoso,Sorteo de viajes,Sí,Edición España,Sensible Al Precio,Espectador Pasivo,Adulto Joven (25-34)
2011,2026-01-18,18:42:38,35 - 44 Años,Femenino,Jutiapa,Jutiapa,Estudiante,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,Gol Nachos Supreme; Hot Stadium Peanuts; FutbolMix,Salado Tradicional,Familiar,Q21 - Q30,No,Sí,Inglaterra,Definitivamente sí,Senegal,Neymar Jr.; Cristiano Ronaldo; Kylian Mbappé,Una selección nacional,2x1,Sí,Edición España,Moderada,Casual,Adulto Maduro (35-54)
2012,2026-02-11,17:00:23,25 - 34 Años,Masculino,Santa Rosa,Otro municipio,Ama De Casa,Rara Vez,Gasolinera,Amigos,Q25 - Q50,ChocoKick Bites,Jalapeño,Familiar,Q21 - Q30,Sí,Sí,España,Probablemente sí,Argentina,Lamine Yamal,Un jugador famoso,Descuento directo,Sí,Edición Argentina,Moderada,Fanático Target (Alto),Adulto Joven (25-34)
2013,2026-04-26,18:42:25,35 - 44 Años,Masculino,Retalhuleu,Retalhuleu,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Otro,Q25 - Q50,ChocoKick Bites,Dulce,Familiar,Menos De Q10,Sí,No,México,Definitivamente no,Argentina,Lionel Messi; Alphonso Davies; Federico Valverde,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Mundial Fifa 2026,Moderada,Espectador Pasivo,Adulto Maduro (35-54)
